two_wheelers,cars,buses,trucks,timestamp
378,803,24,84,2024-02-23 23:00:00
258,423,22,52,2024-02-24 00:00:00
220,348,22,39,2024-02-24 01:00:00
250,385,25,46,2024-02-24 02:00:00
268,337,25,44,2024-02-24 03:00:00
248,553,26,52,2024-02-24 04:00:00
344,615,22,69,2024-02-24 05:00:00
316,531,28,66,2024-02-24 06:00:00
775,1290,56,78,2024-02-24 07:00:00
1008,1225,70,61,2024-02-24 08:00:00
850,1006,58,63,2024-02-24 09:00:00
410,613,43,83,2024-02-24 10:00:00
418,683,48,76,2024-02-24 11:00:00
490,629,37,84,2024-02-24 12:00:00
448,647,44,98,2024-02-24 13:00:00
407,645,36,83,2024-02-24 14:00:00
441,621,44,69,2024-02-24 15:00:00
451,601,38,64,2024-02-24 16:00:00
947,941,55,52,2024-02-24 17:00:00
812,926,43,52,2024-02-24 18:00:00
601,773,50,56,2024-02-24 19:00:00
232,506,36,44,2024-02-24 20:00:00
244,280,22,49,2024-02-24 21:00:00
218,451,23,49,2024-02-24 22:00:00
224,445,24,33,2024-02-24 23:00:00
229,347,25,40,2024-02-25 00:00:00
249,225,21,41,2024-02-25 01:00:00
238,364,14,42,2024-02-25 02:00:00
274,405,31,53,2024-02-25 03:00:00
279,375,31,54,2024-02-25 04:00:00
211,442,22,55,2024-02-25 05:00:00
279,639,30,69,2024-02-25 06:00:00
856,1231,65,70,2024-02-25 07:00:00
764,1029,68,74,2024-02-25 08:00:00
1072,957,67,45,2024-02-25 09:00:00
503,622,40,89,2024-02-25 10:00:00
495,648,42,82,2024-02-25 11:00:00
409,726,41,86,2024-02-25 12:00:00
512,616,49,79,2024-02-25 13:00:00
418,705,36,83,2024-02-25 14:00:00
374,812,35,80,2024-02-25 15:00:00
339,670,43,68,2024-02-25 16:00:00
835,1111,52,48,2024-02-25 17:00:00
764,1010,59,48,2024-02-25 18:00:00
768,907,40,50,2024-02-25 19:00:00
283,520,27,60,2024-02-25 20:00:00
256,371,22,58,2024-02-25 21:00:00
256,387,24,44,2024-02-25 22:00:00
272,372,18,48,2024-02-25 23:00:00
433,561,35,87,2024-02-26 00:00:00
299,489,30,90,2024-02-26 01:00:00
247,672,44,79,2024-02-26 02:00:00
486,676,47,83,2024-02-26 03:00:00
366,792,34,95,2024-02-26 04:00:00
483,735,60,83,2024-02-26 05:00:00
447,1025,74,105,2024-02-26 06:00:00
1065,1622,88,104,2024-02-26 07:00:00
1683,2505,84,109,2024-02-26 08:00:00
1828,1550,140,101,2024-02-26 09:00:00
623,1163,55,141,2024-02-26 10:00:00
427,1197,70,122,2024-02-26 11:00:00
646,992,72,156,2024-02-26 12:00:00
740,1189,84,138,2024-02-26 13:00:00
531,1301,72,131,2024-02-26 14:00:00
674,701,61,124,2024-02-26 15:00:00
621,1072,53,123,2024-02-26 16:00:00
1586,1169,83,87,2024-02-26 17:00:00
1378,1482,69,95,2024-02-26 18:00:00
1067,1989,75,75,2024-02-26 19:00:00
543,672,42,114,2024-02-26 20:00:00
417,562,33,104,2024-02-26 21:00:00
399,622,48,69,2024-02-26 22:00:00
331,806,36,78,2024-02-26 23:00:00
354,440,31,68,2024-02-27 00:00:00
334,519,38,73,2024-02-27 01:00:00
391,786,41,104,2024-02-27 02:00:00
537,874,32,81,2024-02-27 03:00:00
366,726,48,97,2024-02-27 04:00:00
379,651,42,108,2024-02-27 05:00:00
662,1140,68,92,2024-02-27 06:00:00
1414,2316,95,81,2024-02-27 07:00:00
1402,2198,88,82,2024-02-27 08:00:00
1899,1846,88,91,2024-02-27 09:00:00
621,1085,67,78,2024-02-27 10:00:00
891,1092,76,151,2024-02-27 11:00:00
776,1183,70,184,2024-02-27 12:00:00
648,1362,68,143,2024-02-27 13:00:00
904,1237,69,108,2024-02-27 14:00:00
597,881,60,119,2024-02-27 15:00:00
693,1203,59,116,2024-02-27 16:00:00
1526,1957,60,79,2024-02-27 17:00:00
1620,1913,93,98,2024-02-27 18:00:00
1543,1952,78,90,2024-02-27 19:00:00
463,614,41,76,2024-02-27 20:00:00
379,680,55,95,2024-02-27 21:00:00
429,591,41,99,2024-02-27 22:00:00
346,471,33,99,2024-02-27 23:00:00
494,639,43,109,2024-02-28 00:00:00
393,849,41,67,2024-02-28 01:00:00
380,465,43,114,2024-02-28 02:00:00
439,681,40,81,2024-02-28 03:00:00
368,809,49,84,2024-02-28 04:00:00
427,815,48,105,2024-02-28 05:00:00
640,853,59,99,2024-02-28 06:00:00
1318,1506,63,99,2024-02-28 07:00:00
1315,2066,87,80,2024-02-28 08:00:00
1776,1865,124,101,2024-02-28 09:00:00
805,734,60,163,2024-02-28 10:00:00
775,1320,64,139,2024-02-28 11:00:00
811,1291,66,144,2024-02-28 12:00:00
620,1128,57,150,2024-02-28 13:00:00
538,1131,46,161,2024-02-28 14:00:00
806,1222,63,99,2024-02-28 15:00:00
594,1032,64,136,2024-02-28 16:00:00
1407,2124,87,90,2024-02-28 17:00:00
1626,1659,80,89,2024-02-28 18:00:00
1355,1916,76,93,2024-02-28 19:00:00
493,773,53,76,2024-02-28 20:00:00
566,704,42,72,2024-02-28 21:00:00
363,520,37,57,2024-02-28 22:00:00
439,643,37,71,2024-02-28 23:00:00
383,532,41,91,2024-02-29 00:00:00
401,558,47,76,2024-02-29 01:00:00
494,564,36,64,2024-02-29 02:00:00
460,575,43,79,2024-02-29 03:00:00
499,974,48,72,2024-02-29 04:00:00
581,961,43,83,2024-02-29 05:00:00
513,1119,54,115,2024-02-29 06:00:00
1279,1529,68,77,2024-02-29 07:00:00
1316,2019,69,117,2024-02-29 08:00:00
1160,1697,104,104,2024-02-29 09:00:00
895,980,64,139,2024-02-29 10:00:00
584,966,72,134,2024-02-29 11:00:00
682,1339,70,158,2024-02-29 12:00:00
671,1054,60,157,2024-02-29 13:00:00
716,1270,68,144,2024-02-29 14:00:00
739,1148,54,143,2024-02-29 15:00:00
705,1344,75,121,2024-02-29 16:00:00
1335,1457,70,101,2024-02-29 17:00:00
1323,2066,79,82,2024-02-29 18:00:00
1305,1878,63,80,2024-02-29 19:00:00
444,631,50,88,2024-02-29 20:00:00
531,788,41,80,2024-02-29 21:00:00
431,675,37,72,2024-02-29 22:00:00
428,596,43,83,2024-02-29 23:00:00
418,533,38,91,2024-03-01 00:00:00
454,551,42,91,2024-03-01 01:00:00
413,841,34,65,2024-03-01 02:00:00
345,685,34,102,2024-03-01 03:00:00
490,826,47,88,2024-03-01 04:00:00
452,707,48,109,2024-03-01 05:00:00
500,768,59,94,2024-03-01 06:00:00
1593,2178,87,96,2024-03-01 07:00:00
1852,1595,97,105,2024-03-01 08:00:00
1652,1976,75,82,2024-03-01 09:00:00
716,1101,88,149,2024-03-01 10:00:00
880,1140,68,168,2024-03-01 11:00:00
732,1100,78,138,2024-03-01 12:00:00
974,1188,61,169,2024-03-01 13:00:00
743,1209,72,133,2024-03-01 14:00:00
485,1170,53,149,2024-03-01 15:00:00
695,852,67,83,2024-03-01 16:00:00
1548,1794,83,128,2024-03-01 17:00:00
1621,2050,82,106,2024-03-01 18:00:00
1379,1819,83,77,2024-03-01 19:00:00
452,587,38,65,2024-03-01 20:00:00
349,721,38,89,2024-03-01 21:00:00
390,453,43,63,2024-03-01 22:00:00
337,622,51,82,2024-03-01 23:00:00
209,469,22,48,2024-03-02 00:00:00
252,318,25,40,2024-03-02 01:00:00
302,338,24,56,2024-03-02 02:00:00
272,458,33,58,2024-03-02 03:00:00
228,341,20,64,2024-03-02 04:00:00
321,436,31,60,2024-03-02 05:00:00
385,569,25,51,2024-03-02 06:00:00
799,1018,33,65,2024-03-02 07:00:00
919,1158,59,58,2024-03-02 08:00:00
991,1407,61,50,2024-03-02 09:00:00
363,699,39,99,2024-03-02 10:00:00
462,700,41,111,2024-03-02 11:00:00
416,644,62,84,2024-03-02 12:00:00
447,711,40,111,2024-03-02 13:00:00
356,645,44,83,2024-03-02 14:00:00
370,676,36,75,2024-03-02 15:00:00
416,556,39,68,2024-03-02 16:00:00
830,1094,51,70,2024-03-02 17:00:00
1027,889,46,46,2024-03-02 18:00:00
707,958,57,53,2024-03-02 19:00:00
287,390,33,51,2024-03-02 20:00:00
293,343,26,48,2024-03-02 21:00:00
190,401,16,56,2024-03-02 22:00:00
171,383,22,44,2024-03-02 23:00:00
176,409,32,43,2024-03-03 00:00:00
276,347,22,54,2024-03-03 01:00:00
222,410,28,60,2024-03-03 02:00:00
356,446,31,56,2024-03-03 03:00:00
254,474,29,50,2024-03-03 04:00:00
310,422,26,56,2024-03-03 05:00:00
402,534,21,66,2024-03-03 06:00:00
1144,1188,58,59,2024-03-03 07:00:00
1229,1203,49,51,2024-03-03 08:00:00
1169,870,61,70,2024-03-03 09:00:00
475,674,33,83,2024-03-03 10:00:00
459,897,40,63,2024-03-03 11:00:00
474,642,43,73,2024-03-03 12:00:00
386,600,44,78,2024-03-03 13:00:00
361,695,34,81,2024-03-03 14:00:00
396,663,47,102,2024-03-03 15:00:00
366,708,34,78,2024-03-03 16:00:00
820,914,40,49,2024-03-03 17:00:00
902,1160,48,54,2024-03-03 18:00:00
861,1049,45,46,2024-03-03 19:00:00
281,435,28,58,2024-03-03 20:00:00
314,433,31,56,2024-03-03 21:00:00
200,446,23,57,2024-03-03 22:00:00
225,420,23,46,2024-03-03 23:00:00
340,505,32,95,2024-03-04 00:00:00
278,695,43,88,2024-03-04 01:00:00
398,639,41,72,2024-03-04 02:00:00
421,694,40,114,2024-03-04 03:00:00
568,749,33,97,2024-03-04 04:00:00
550,786,61,88,2024-03-04 05:00:00
461,1027,44,136,2024-03-04 06:00:00
1875,1854,80,123,2024-03-04 07:00:00
1852,1668,99,100,2024-03-04 08:00:00
1794,1988,81,98,2024-03-04 09:00:00
663,1127,53,134,2024-03-04 10:00:00
601,1331,48,156,2024-03-04 11:00:00
668,1235,78,169,2024-03-04 12:00:00
817,980,64,153,2024-03-04 13:00:00
880,1507,99,139,2024-03-04 14:00:00
813,1098,56,162,2024-03-04 15:00:00
580,1194,54,119,2024-03-04 16:00:00
1221,1835,81,108,2024-03-04 17:00:00
1390,1882,85,83,2024-03-04 18:00:00
923,1810,70,86,2024-03-04 19:00:00
485,876,51,91,2024-03-04 20:00:00
420,795,37,85,2024-03-04 21:00:00
375,729,32,76,2024-03-04 22:00:00
294,590,28,93,2024-03-04 23:00:00
411,558,25,68,2024-03-05 00:00:00
356,650,36,69,2024-03-05 01:00:00
333,736,39,106,2024-03-05 02:00:00
244,664,39,98,2024-03-05 03:00:00
461,860,55,60,2024-03-05 04:00:00
636,980,60,92,2024-03-05 05:00:00
681,752,52,79,2024-03-05 06:00:00
1368,1643,64,81,2024-03-05 07:00:00
1425,1963,86,53,2024-03-05 08:00:00
1768,2211,90,104,2024-03-05 09:00:00
584,1012,62,114,2024-03-05 10:00:00
735,1353,63,142,2024-03-05 11:00:00
790,1206,64,107,2024-03-05 12:00:00
832,1131,66,142,2024-03-05 13:00:00
676,862,62,129,2024-03-05 14:00:00
640,848,68,162,2024-03-05 15:00:00
544,1045,66,152,2024-03-05 16:00:00
1286,1278,76,105,2024-03-05 17:00:00
1316,2009,97,83,2024-03-05 18:00:00
1326,1570,64,104,2024-03-05 19:00:00
527,1102,35,71,2024-03-05 20:00:00
378,925,45,68,2024-03-05 21:00:00
494,628,35,80,2024-03-05 22:00:00
371,609,41,104,2024-03-05 23:00:00
381,702,24,74,2024-03-06 00:00:00
344,778,47,75,2024-03-06 01:00:00
257,487,44,63,2024-03-06 02:00:00
487,503,33,98,2024-03-06 03:00:00
515,672,36,106,2024-03-06 04:00:00
482,875,63,113,2024-03-06 05:00:00
551,938,49,99,2024-03-06 06:00:00
1583,2182,77,84,2024-03-06 07:00:00
1200,1646,62,81,2024-03-06 08:00:00
1521,1380,94,107,2024-03-06 09:00:00
769,1241,66,115,2024-03-06 10:00:00
571,986,78,116,2024-03-06 11:00:00
740,791,56,133,2024-03-06 12:00:00
560,1150,54,130,2024-03-06 13:00:00
735,1230,73,126,2024-03-06 14:00:00
658,1038,76,141,2024-03-06 15:00:00
475,935,48,127,2024-03-06 16:00:00
1726,1836,102,90,2024-03-06 17:00:00
1213,1648,82,90,2024-03-06 18:00:00
1105,1284,88,69,2024-03-06 19:00:00
477,662,46,94,2024-03-06 20:00:00
504,741,27,88,2024-03-06 21:00:00
342,677,39,63,2024-03-06 22:00:00
391,635,45,89,2024-03-06 23:00:00
407,520,33,66,2024-03-07 00:00:00
428,603,37,79,2024-03-07 01:00:00
415,435,39,95,2024-03-07 02:00:00
406,706,24,98,2024-03-07 03:00:00
406,901,58,93,2024-03-07 04:00:00
510,627,44,95,2024-03-07 05:00:00
458,796,59,125,2024-03-07 06:00:00
826,1975,87,104,2024-03-07 07:00:00
1672,2386,112,91,2024-03-07 08:00:00
1878,1974,105,93,2024-03-07 09:00:00
444,986,66,95,2024-03-07 10:00:00
597,794,61,144,2024-03-07 11:00:00
775,1153,79,140,2024-03-07 12:00:00
921,1471,51,165,2024-03-07 13:00:00
690,1146,75,145,2024-03-07 14:00:00
589,1055,55,159,2024-03-07 15:00:00
610,1053,75,112,2024-03-07 16:00:00
1773,1879,90,110,2024-03-07 17:00:00
1232,1533,90,80,2024-03-07 18:00:00
1107,1810,76,90,2024-03-07 19:00:00
430,767,34,72,2024-03-07 20:00:00
368,690,37,89,2024-03-07 21:00:00
411,552,44,57,2024-03-07 22:00:00
482,741,40,74,2024-03-07 23:00:00
401,673,45,81,2024-03-08 00:00:00
373,569,41,72,2024-03-08 01:00:00
386,744,35,68,2024-03-08 02:00:00
329,637,38,97,2024-03-08 03:00:00
526,656,47,91,2024-03-08 04:00:00
498,714,33,93,2024-03-08 05:00:00
531,642,68,110,2024-03-08 06:00:00
2176,2016,94,131,2024-03-08 07:00:00
1640,1458,112,118,2024-03-08 08:00:00
1468,1728,76,124,2024-03-08 09:00:00
644,758,82,147,2024-03-08 10:00:00
826,1112,94,144,2024-03-08 11:00:00
722,1110,57,91,2024-03-08 12:00:00
552,1072,79,127,2024-03-08 13:00:00
783,929,69,128,2024-03-08 14:00:00
596,873,51,95,2024-03-08 15:00:00
804,1075,67,104,2024-03-08 16:00:00
1709,1728,99,66,2024-03-08 17:00:00
1274,1830,75,87,2024-03-08 18:00:00
1501,1398,89,90,2024-03-08 19:00:00
469,763,35,108,2024-03-08 20:00:00
485,823,33,91,2024-03-08 21:00:00
434,704,41,69,2024-03-08 22:00:00
339,582,39,55,2024-03-08 23:00:00
207,381,20,34,2024-03-09 00:00:00
269,359,26,38,2024-03-09 01:00:00
230,389,26,42,2024-03-09 02:00:00
243,393,29,50,2024-03-09 03:00:00
239,435,27,47,2024-03-09 04:00:00
322,499,33,64,2024-03-09 05:00:00
429,446,31,63,2024-03-09 06:00:00
742,958,69,57,2024-03-09 07:00:00
946,955,50,71,2024-03-09 08:00:00
1204,966,78,52,2024-03-09 09:00:00
408,540,42,88,2024-03-09 10:00:00
452,693,34,84,2024-03-09 11:00:00
358,591,51,81,2024-03-09 12:00:00
450,729,43,96,2024-03-09 13:00:00
401,664,47,93,2024-03-09 14:00:00
456,448,47,68,2024-03-09 15:00:00
444,662,40,73,2024-03-09 16:00:00
1226,1268,48,59,2024-03-09 17:00:00
891,893,56,50,2024-03-09 18:00:00
793,1029,45,53,2024-03-09 19:00:00
287,389,31,58,2024-03-09 20:00:00
245,419,17,66,2024-03-09 21:00:00
255,315,26,37,2024-03-09 22:00:00
223,272,21,46,2024-03-09 23:00:00
235,346,29,40,2024-03-10 00:00:00
279,366,25,51,2024-03-10 01:00:00
206,365,25,37,2024-03-10 02:00:00
303,340,28,54,2024-03-10 03:00:00
334,419,24,50,2024-03-10 04:00:00
297,504,38,54,2024-03-10 05:00:00
224,521,43,51,2024-03-10 06:00:00
803,1162,56,53,2024-03-10 07:00:00
1127,1086,70,70,2024-03-10 08:00:00
991,1496,55,63,2024-03-10 09:00:00
351,545,36,90,2024-03-10 10:00:00
391,726,43,106,2024-03-10 11:00:00
480,803,45,89,2024-03-10 12:00:00
458,726,40,78,2024-03-10 13:00:00
398,641,45,88,2024-03-10 14:00:00
376,586,42,73,2024-03-10 15:00:00
355,697,32,70,2024-03-10 16:00:00
761,890,57,44,2024-03-10 17:00:00
1019,897,56,60,2024-03-10 18:00:00
720,910,47,46,2024-03-10 19:00:00
330,529,33,57,2024-03-10 20:00:00
317,437,21,44,2024-03-10 21:00:00
279,332,26,52,2024-03-10 22:00:00
218,355,19,41,2024-03-10 23:00:00
406,556,32,75,2024-03-11 00:00:00
387,555,35,88,2024-03-11 01:00:00
350,743,35,91,2024-03-11 02:00:00
452,548,40,86,2024-03-11 03:00:00
383,923,45,68,2024-03-11 04:00:00
594,908,57,146,2024-03-11 05:00:00
509,1018,52,138,2024-03-11 06:00:00
1518,1755,67,105,2024-03-11 07:00:00
1639,1968,110,89,2024-03-11 08:00:00
1593,1666,87,104,2024-03-11 09:00:00
750,1016,68,127,2024-03-11 10:00:00
655,1212,75,168,2024-03-11 11:00:00
804,1359,73,148,2024-03-11 12:00:00
563,941,82,125,2024-03-11 13:00:00
702,1042,74,128,2024-03-11 14:00:00
856,1037,58,155,2024-03-11 15:00:00
535,796,83,156,2024-03-11 16:00:00
1324,2054,91,116,2024-03-11 17:00:00
1473,1560,80,97,2024-03-11 18:00:00
1295,1567,87,78,2024-03-11 19:00:00
489,693,48,48,2024-03-11 20:00:00
463,608,46,90,2024-03-11 21:00:00
443,647,56,81,2024-03-11 22:00:00
453,601,37,79,2024-03-11 23:00:00
407,579,36,77,2024-03-12 00:00:00
375,554,40,62,2024-03-12 01:00:00
446,679,47,88,2024-03-12 02:00:00
554,861,33,94,2024-03-12 03:00:00
456,760,33,103,2024-03-12 04:00:00
431,928,46,115,2024-03-12 05:00:00
638,693,41,119,2024-03-12 06:00:00
1448,1932,83,89,2024-03-12 07:00:00
1061,1682,102,100,2024-03-12 08:00:00
1869,1653,86,108,2024-03-12 09:00:00
634,981,54,140,2024-03-12 10:00:00
696,1331,71,162,2024-03-12 11:00:00
747,1301,80,156,2024-03-12 12:00:00
726,1171,53,185,2024-03-12 13:00:00
763,850,77,184,2024-03-12 14:00:00
620,1030,74,134,2024-03-12 15:00:00
678,1053,72,53,2024-03-12 16:00:00
1417,1937,105,112,2024-03-12 17:00:00
1520,1267,109,80,2024-03-12 18:00:00
1378,1400,72,71,2024-03-12 19:00:00
400,737,47,87,2024-03-12 20:00:00
501,745,40,80,2024-03-12 21:00:00
373,435,41,88,2024-03-12 22:00:00
436,607,48,60,2024-03-12 23:00:00
404,626,31,64,2024-03-13 00:00:00
496,702,34,82,2024-03-13 01:00:00
392,716,49,89,2024-03-13 02:00:00
409,751,50,95,2024-03-13 03:00:00
464,655,44,82,2024-03-13 04:00:00
482,577,57,86,2024-03-13 05:00:00
613,824,58,101,2024-03-13 06:00:00
1118,2172,108,98,2024-03-13 07:00:00
1325,2436,96,123,2024-03-13 08:00:00
1394,2350,115,74,2024-03-13 09:00:00
788,1175,96,133,2024-03-13 10:00:00
887,1194,77,113,2024-03-13 11:00:00
701,1044,72,107,2024-03-13 12:00:00
688,1108,78,162,2024-03-13 13:00:00
697,1380,65,149,2024-03-13 14:00:00
779,912,90,142,2024-03-13 15:00:00
542,1252,65,143,2024-03-13 16:00:00
1528,1797,85,88,2024-03-13 17:00:00
1569,2101,72,82,2024-03-13 18:00:00
1357,1275,88,107,2024-03-13 19:00:00
479,810,53,90,2024-03-13 20:00:00
496,614,40,96,2024-03-13 21:00:00
241,511,44,81,2024-03-13 22:00:00
428,643,30,56,2024-03-13 23:00:00
346,706,39,53,2024-03-14 00:00:00
282,544,42,71,2024-03-14 01:00:00
437,503,51,94,2024-03-14 02:00:00
521,681,38,97,2024-03-14 03:00:00
456,735,38,106,2024-03-14 04:00:00
577,875,44,86,2024-03-14 05:00:00
680,1001,44,136,2024-03-14 06:00:00
1767,1872,106,81,2024-03-14 07:00:00
1962,2577,116,104,2024-03-14 08:00:00
1845,2196,104,106,2024-03-14 09:00:00
698,1047,82,134,2024-03-14 10:00:00
537,857,72,170,2024-03-14 11:00:00
686,1095,70,127,2024-03-14 12:00:00
617,1073,67,113,2024-03-14 13:00:00
915,1263,66,138,2024-03-14 14:00:00
647,1136,51,125,2024-03-14 15:00:00
642,830,65,190,2024-03-14 16:00:00
1598,1938,88,104,2024-03-14 17:00:00
1378,1930,91,82,2024-03-14 18:00:00
1584,1987,77,68,2024-03-14 19:00:00
422,844,45,67,2024-03-14 20:00:00
444,769,38,73,2024-03-14 21:00:00
360,655,41,82,2024-03-14 22:00:00
312,659,43,94,2024-03-14 23:00:00
348,729,32,90,2024-03-15 00:00:00
387,498,39,81,2024-03-15 01:00:00
380,615,42,77,2024-03-15 02:00:00
387,611,39,90,2024-03-15 03:00:00
368,788,42,86,2024-03-15 04:00:00
499,958,52,127,2024-03-15 05:00:00
424,798,45,107,2024-03-15 06:00:00
1645,1212,93,93,2024-03-15 07:00:00
1595,1892,82,67,2024-03-15 08:00:00
1298,2417,116,103,2024-03-15 09:00:00
658,1194,93,155,2024-03-15 10:00:00
627,1204,62,119,2024-03-15 11:00:00
747,1092,77,126,2024-03-15 12:00:00
849,914,63,158,2024-03-15 13:00:00
496,1190,80,108,2024-03-15 14:00:00
676,930,54,154,2024-03-15 15:00:00
615,1339,68,116,2024-03-15 16:00:00
1625,2052,77,89,2024-03-15 17:00:00
1414,1601,80,73,2024-03-15 18:00:00
1121,1469,64,85,2024-03-15 19:00:00
444,735,52,128,2024-03-15 20:00:00
380,666,38,96,2024-03-15 21:00:00
471,758,44,71,2024-03-15 22:00:00
390,640,37,91,2024-03-15 23:00:00
296,328,23,44,2024-03-16 00:00:00
232,480,24,56,2024-03-16 01:00:00
218,392,22,55,2024-03-16 02:00:00
200,463,27,29,2024-03-16 03:00:00
204,407,34,48,2024-03-16 04:00:00
231,512,27,69,2024-03-16 05:00:00
342,551,39,67,2024-03-16 06:00:00
954,813,65,48,2024-03-16 07:00:00
721,1577,50,55,2024-03-16 08:00:00
1131,1523,47,46,2024-03-16 09:00:00
384,624,43,82,2024-03-16 10:00:00
434,567,39,113,2024-03-16 11:00:00
531,720,55,96,2024-03-16 12:00:00
481,688,43,113,2024-03-16 13:00:00
398,698,36,94,2024-03-16 14:00:00
345,656,33,92,2024-03-16 15:00:00
256,651,44,98,2024-03-16 16:00:00
791,1381,49,60,2024-03-16 17:00:00
796,1142,50,51,2024-03-16 18:00:00
646,818,52,56,2024-03-16 19:00:00
274,539,26,68,2024-03-16 20:00:00
262,517,26,48,2024-03-16 21:00:00
235,574,24,43,2024-03-16 22:00:00
211,311,26,48,2024-03-16 23:00:00
236,382,25,52,2024-03-17 00:00:00
249,257,23,52,2024-03-17 01:00:00
204,422,25,38,2024-03-17 02:00:00
314,381,24,67,2024-03-17 03:00:00
276,577,22,51,2024-03-17 04:00:00
304,429,32,58,2024-03-17 05:00:00
364,393,42,57,2024-03-17 06:00:00
918,1055,46,80,2024-03-17 07:00:00
1081,852,50,63,2024-03-17 08:00:00
1040,1420,52,56,2024-03-17 09:00:00
377,458,46,94,2024-03-17 10:00:00
447,682,45,95,2024-03-17 11:00:00
354,471,42,83,2024-03-17 12:00:00
431,647,37,96,2024-03-17 13:00:00
413,827,42,73,2024-03-17 14:00:00
386,673,31,74,2024-03-17 15:00:00
371,527,39,53,2024-03-17 16:00:00
636,1130,60,45,2024-03-17 17:00:00
755,1056,40,67,2024-03-17 18:00:00
769,1040,35,61,2024-03-17 19:00:00
286,356,35,56,2024-03-17 20:00:00
219,452,24,65,2024-03-17 21:00:00
290,232,29,48,2024-03-17 22:00:00
203,339,23,45,2024-03-17 23:00:00
440,570,37,77,2024-03-18 00:00:00
415,683,42,76,2024-03-18 01:00:00
367,652,35,79,2024-03-18 02:00:00
547,546,44,101,2024-03-18 03:00:00
383,636,44,95,2024-03-18 04:00:00
576,834,41,112,2024-03-18 05:00:00
631,868,58,127,2024-03-18 06:00:00
1330,1728,85,100,2024-03-18 07:00:00
1907,1874,92,86,2024-03-18 08:00:00
1600,2351,82,85,2024-03-18 09:00:00
721,1020,86,141,2024-03-18 10:00:00
735,1117,80,138,2024-03-18 11:00:00
699,1513,82,145,2024-03-18 12:00:00
794,891,68,141,2024-03-18 13:00:00
774,799,51,192,2024-03-18 14:00:00
491,1189,86,106,2024-03-18 15:00:00
754,907,63,89,2024-03-18 16:00:00
1110,1802,79,99,2024-03-18 17:00:00
1584,1550,87,83,2024-03-18 18:00:00
1479,1556,89,85,2024-03-18 19:00:00
390,925,46,101,2024-03-18 20:00:00
406,775,52,103,2024-03-18 21:00:00
339,734,47,63,2024-03-18 22:00:00
377,491,33,71,2024-03-18 23:00:00
366,509,35,82,2024-03-19 00:00:00
435,358,45,87,2024-03-19 01:00:00
486,571,24,108,2024-03-19 02:00:00
523,791,42,99,2024-03-19 03:00:00
427,804,37,93,2024-03-19 04:00:00
490,783,47,88,2024-03-19 05:00:00
410,875,52,100,2024-03-19 06:00:00
1300,1697,84,86,2024-03-19 07:00:00
1806,2082,87,111,2024-03-19 08:00:00
2066,2374,83,111,2024-03-19 09:00:00
563,838,93,111,2024-03-19 10:00:00
645,1184,91,132,2024-03-19 11:00:00
711,1301,59,161,2024-03-19 12:00:00
738,1062,88,149,2024-03-19 13:00:00
608,1223,65,150,2024-03-19 14:00:00
708,1514,68,141,2024-03-19 15:00:00
586,994,63,157,2024-03-19 16:00:00
1476,2005,80,98,2024-03-19 17:00:00
1485,1562,94,83,2024-03-19 18:00:00
1267,1664,77,70,2024-03-19 19:00:00
436,798,43,97,2024-03-19 20:00:00
425,712,35,55,2024-03-19 21:00:00
401,551,35,79,2024-03-19 22:00:00
368,643,29,76,2024-03-19 23:00:00
369,750,39,61,2024-03-20 00:00:00
483,666,32,67,2024-03-20 01:00:00
441,744,39,91,2024-03-20 02:00:00
413,668,52,90,2024-03-20 03:00:00
515,831,55,95,2024-03-20 04:00:00
481,844,50,106,2024-03-20 05:00:00
646,753,54,111,2024-03-20 06:00:00
1561,1984,114,112,2024-03-20 07:00:00
1553,1720,102,103,2024-03-20 08:00:00
1776,1928,95,83,2024-03-20 09:00:00
529,1138,54,172,2024-03-20 10:00:00
588,1184,75,150,2024-03-20 11:00:00
586,938,80,130,2024-03-20 12:00:00
723,1312,64,115,2024-03-20 13:00:00
871,1202,72,147,2024-03-20 14:00:00
888,952,63,131,2024-03-20 15:00:00
692,777,61,156,2024-03-20 16:00:00
1590,1852,56,90,2024-03-20 17:00:00
1002,1639,80,77,2024-03-20 18:00:00
1163,1648,87,92,2024-03-20 19:00:00
412,706,42,106,2024-03-20 20:00:00
392,484,44,89,2024-03-20 21:00:00
396,612,36,90,2024-03-20 22:00:00
362,595,41,78,2024-03-20 23:00:00
270,674,37,80,2024-03-21 00:00:00
434,559,34,92,2024-03-21 01:00:00
341,814,49,89,2024-03-21 02:00:00
448,494,49,84,2024-03-21 03:00:00
612,894,42,112,2024-03-21 04:00:00
437,783,54,65,2024-03-21 05:00:00
341,992,59,144,2024-03-21 06:00:00
1416,1917,97,70,2024-03-21 07:00:00
1840,2367,71,92,2024-03-21 08:00:00
2153,2007,115,106,2024-03-21 09:00:00
564,925,63,135,2024-03-21 10:00:00
761,1375,67,163,2024-03-21 11:00:00
664,1123,100,120,2024-03-21 12:00:00
697,1171,74,147,2024-03-21 13:00:00
966,1312,65,126,2024-03-21 14:00:00
516,900,45,139,2024-03-21 15:00:00
656,1101,76,125,2024-03-21 16:00:00
1583,1726,71,96,2024-03-21 17:00:00
1597,1723,70,81,2024-03-21 18:00:00
1285,1639,72,75,2024-03-21 19:00:00
488,579,57,97,2024-03-21 20:00:00
407,611,48,99,2024-03-21 21:00:00
